star_type,temperature,radius_km,distance_ls,distance_au,heat,pred_v82_power,error_v82,abs_error_v82,pred_v80_ergod,error_v80,abs_error_v80,improvement
K4,4764.0,634758.0,190.0,0.3807615230460922,70.8,70.0968098025363,-0.703190197463698,0.703190197463698,85.004276286695,14.204276286695006,14.204276286695006,13.501086089231308
K4,4764.0,634758.0,130.0,0.2605210420841683,65.7,77.65967270547984,11.959672705479832,11.959672705479832,89.4793117524061,23.7793117524061,23.7793117524061,11.81963904692627
K4,4764.0,634758.0,362.0,0.7254509018036072,52.0,54.21783567736251,2.2178356773625083,2.2178356773625083,73.37803991339989,21.37803991339989,21.37803991339989,19.16020423603738
K4,4764.0,634758.0,1004.0,2.012024048096192,23.4,27.638770459828866,4.238770459828867,4.238770459828867,42.378950395136805,18.978950395136806,18.978950395136806,14.740179935307939
K4,4764.0,634758.0,1183.0,2.370741482965932,20.1,24.01773884476584,3.91773884476584,3.91773884476584,36.36436249049145,16.26436249049145,16.26436249049145,12.34662364572561
K4,4764.0,634758.0,3584.0,7.182364729458918,6.8,7.681218723976155,0.8812187239761551,0.8812187239761551,4.666918134885789,-2.133081865114211,2.133081865114211,1.251863141138056
K4,4764.0,634758.0,8326.0,16.685370741482966,2.9,2.770961509499527,-0.1290384905004731,0.1290384905004731,0.0809134003197001,-2.8190865996802996,2.8190865996802996,2.6900481091798265
K4,4764.0,634758.0,23478.0,47.0501002004008,1.0,0.7259186512979439,-0.2740813487020561,0.2740813487020561,1.9103277163938065e-07,-0.9999998089672284,0.9999998089672284,0.7259184602651723
K9,4123.0,501496.0,18.0,0.0360721442885771,95.3,93.04756873955613,-2.2524312604438705,2.2524312604438705,97.05728748193586,1.7572874819358617,1.7572874819358617,-0.49514377850800884
K9,4123.0,501496.0,75.0,0.1503006012024048,82.3,75.74414989205886,-6.55585010794114,6.55585010794114,88.2979505778987,5.997950577898706,5.997950577898706,-0.5578995300424339
K9,4123.0,501496.0,117.0,0.2344689378757515,73.5,66.25826432942641,-7.24173567057359,7.24173567057359,82.35367284607648,8.853672846076478,8.853672846076478,1.611937175502888
K9,4123.0,501496.0,637.0,1.276553106212425,25.3,23.28908906590968,-2.010910934090319,2.010910934090319,34.74886546835881,9.448865468358807,9.448865468358807,7.4379545342684885
K9,4123.0,501496.0,858.0,1.719438877755511,19.2,17.623840330392007,-1.5761596696079927,1.5761596696079927,24.08103416495326,4.88103416495326,4.88103416495326,3.304874495345267
K9,4123.0,501496.0,1339.0,2.6833667334669338,12.5,11.122654720617955,-1.3773452793820429,1.3773452793820429,10.84022924184675,-1.6597707581532504,1.6597707581532504,0.2824254787712075
